id,created_at,updated_at,deleted_at,name,vehicle_make_id,vehicle_type_id,code,vehicle_utility_id
1121,2025-06-26 18:57:25,2025-07-03 12:28:05,,AERIO,33,1,436,
1123,2025-06-26 18:57:25,2025-07-03 12:28:05,,CELERIO,33,1,439,
1125,2025-06-26 18:57:25,2025-07-03 12:28:05,,XL7,33,2,453,
1128,2025-06-26 18:57:25,2025-07-03 12:28:05,,ESCUDO,33,2,441,
1129,2025-06-26 18:57:25,2025-07-03 12:28:05,,SPLASH,33,1,593,
1131,2025-06-26 18:57:25,2025-07-03 12:28:05,,SAMURAI,33,2,447,
1133,2025-06-26 18:57:25,2025-07-03 12:28:05,,EVERY,33,5,594,
1134,2025-06-26 18:57:25,2025-07-03 12:28:05,,FORENZA,33,1,443,
1136,2025-06-26 18:57:25,2025-07-03 12:28:05,,SIDEKICK,33,2,448,
1138,2025-06-26 18:57:25,2025-07-03 12:28:05,,ALTO,33,1,572,
1139,2025-06-26 18:57:25,2025-07-03 12:28:05,,RENO,33,1,446,
1146,2025-06-26 18:57:25,2025-07-03 12:28:05,,LAND CRUISER,34,2,471,
1147,2025-06-26 18:57:25,2025-07-03 12:28:05,,SEQUOIA,34,2,482,
1150,2025-06-26 18:57:25,2025-07-03 12:28:05,,LAND CRUISER PRADO,34,2,472,
1151,2025-06-26 18:57:25,2025-07-03 12:28:05,,SIENNA,34,6,483,
1153,2025-06-26 18:57:25,2025-07-03 12:28:05,,4 RUNNER ,34,2,455,
1154,2025-06-26 18:57:25,2025-07-03 12:28:05,,TACOMA,34,4,487,
1155,2025-06-26 18:57:25,2025-07-03 12:28:05,,HIGHLANDER,34,2,469,
1156,2025-06-26 18:57:25,2025-07-03 12:28:05,,HIACE,34,10,468,
1157,2025-06-26 18:57:25,2025-07-03 12:28:05,,FORTUNER,34,2,467,
1158,2025-06-26 18:57:25,2025-07-03 12:28:05,,HILUX,34,4,470,
1159,2025-06-26 18:57:25,2025-07-03 12:28:05,,CAMRY,34,1,460,
1160,2025-06-26 18:57:25,2025-07-03 12:28:05,,ALTEZZA,34,1,456,
1161,2025-06-26 18:57:25,2025-07-03 12:28:05,,RAV4,34,2,480,
1164,2025-06-26 18:57:25,2025-07-03 12:28:05,,FJ CRUISER,34,2,466,
1167,2025-06-26 18:57:25,2025-07-03 12:28:05,,VENZA,34,2,490,
1169,2025-06-26 18:57:25,2025-07-03 12:28:05,,COROLLA,34,1,462,
1170,2025-06-26 18:57:25,2025-07-03 12:28:05,,PREVIA,34,6,477,
1173,2025-06-26 18:57:25,2025-07-03 12:28:05,,YARIS,34,1,492,
1174,2025-06-26 18:57:25,2025-07-03 12:28:05,,MATRIX,34,1,473,
1175,2025-06-26 18:57:25,2025-07-03 12:28:05,,PRIUS,34,1,478,
1176,2025-06-26 18:57:25,2025-07-03 12:28:05,,AVENSIS,34,1,457,
1177,2025-06-26 18:57:25,2025-07-03 12:28:05,,CELICA,34,1,461,
1178,2025-06-26 18:57:25,2025-07-03 12:28:05,,VITZ JAPONES,34,1,568,
1188,2025-06-26 18:57:25,2025-07-03 12:28:05,,SCION,34,1,481,
1190,2025-06-26 18:57:25,2025-07-03 12:28:05,,BELTA,34,1,579,
1194,2025-06-26 18:57:25,2025-07-03 12:28:05,,PROBOX,34,5,479,
1198,2025-06-26 18:57:25,2025-07-03 12:28:05,,STARLET,34,1,485,
1202,2025-06-26 18:57:25,2025-07-03 12:28:05,,PICK-UP,34,4,475,
1204,2025-06-26 18:57:25,2025-07-03 12:28:05,,CORONA,34,1,463,
1207,2025-06-26 18:57:25,2025-07-03 12:28:05,,PLATZ,34,1,476,
1209,2025-06-26 18:57:25,2025-07-03 12:28:05,,DUET,34,1,465,
1227,2025-06-26 18:57:25,2025-07-03 12:28:05,,TOUAREG,35,2,511,
1229,2025-06-26 18:57:25,2025-07-03 12:28:05,,AMAROK,35,4,493,
1234,2025-06-26 18:57:25,2025-07-03 12:28:05,,GTI,35,1,503,
1236,2025-06-26 18:57:25,2025-07-03 12:28:05,,GOLF,35,1,502,
1237,2025-06-26 18:57:25,2025-07-03 12:28:05,,PASSAT,35,1,505,
1238,2025-06-26 18:57:25,2025-07-03 12:28:05,,TRANSPORTER,35,10,512,
1239,2025-06-26 18:57:25,2025-07-03 12:28:05,,TIGUAN,35,2,510,
1240,2025-06-26 18:57:25,2025-07-03 12:28:05,,CC,35,1,589,
1242,2025-06-26 18:57:25,2025-07-03 12:28:05,,BEETLE,35,1,494,
1243,2025-06-26 18:57:25,2025-07-03 12:28:05,,JETTA,35,1,504,
1244,2025-06-26 18:57:25,2025-07-03 12:28:05,,BORA,35,1,495,
1246,2025-06-26 18:57:25,2025-07-03 12:28:06,,CROSSFOX,35,2,497,
1247,2025-06-26 18:57:25,2025-07-03 12:28:06,,EOS,35,1,498,
1250,2025-06-26 18:57:25,2025-07-03 12:28:06,,FOX,35,1,500,
1252,2025-06-26 18:57:25,2025-07-03 12:28:06,,GOL,35,1,502,
1254,2025-06-26 18:57:25,2025-07-03 12:28:06,,POLO,35,1,506,
1256,2025-06-26 18:57:25,2025-07-03 12:28:06,,ROUTAN,35,6,508,
1260,2025-06-26 18:57:25,2025-07-03 12:28:06,,ESCARABAJO,35,1,499,
1263,2025-06-26 18:57:25,2025-07-03 12:28:06,,SAVEIRO,35,4,509,
1264,2025-06-26 18:57:25,2025-07-03 12:28:06,,RABBIT,35,1,507,
1265,2025-06-26 18:57:25,2025-07-03 12:28:06,,CABRIO,35,1,496,
1268,2025-06-26 18:57:33,2025-07-03 12:28:06,,XC90,36,2,520,
1273,2025-06-26 18:57:33,2025-07-03 12:28:06,,XC 60,36,2,518,
1277,2025-06-26 18:57:33,2025-07-03 12:28:06,,S 60,36,1,515,
1278,2025-06-26 18:57:33,2025-07-03 12:28:06,,S 80,36,1,516,
1279,2025-06-26 18:57:33,2025-07-03 12:28:06,,V 40,36,1,517,
1286,2025-06-26 18:57:33,2025-07-03 12:28:06,,C 30,36,1,513,
1287,2025-06-26 18:57:33,2025-07-03 12:28:06,,S 40,36,1,514,
1482,2025-06-26 18:57:33,2025-07-03 12:28:06,,RUBICON,19,2,235,
1483,2025-06-26 18:57:33,2025-07-03 12:28:06,,SAHARA,19,2,236,
1484,2025-06-26 18:57:33,2025-07-03 12:28:06,,WILLYS,19,2,237,
1485,2025-07-03 12:28:06,2025-07-03 12:28:06,,SOUL EV - ELECTRICO,20,1,256,
1486,2025-07-03 12:28:06,2025-07-03 12:28:06,,K-7 COREANO,20,1,247,
1487,2025-07-03 12:28:06,2025-07-03 12:28:06,,RIO HACHBACK,20,1,681,
1488,2025-07-03 12:28:06,2025-07-03 12:28:06,,MORNING COREANO,20,1,680,
1489,2025-07-03 12:28:06,2025-07-03 12:28:06,,BONGO III,20,1,625,
1490,2025-06-26 18:57:33,2025-07-03 12:28:06,,ES,22,1,260,
1491,2025-06-26 18:57:33,2025-07-03 12:28:06,,GS,22,1,261,
1492,2025-06-26 18:57:33,2025-07-03 12:28:06,,GX,22,2,262,
1493,2025-06-26 18:57:33,2025-07-03 12:28:06,,IS,22,1,263,
1494,2025-06-26 18:57:33,2025-07-03 12:28:06,,LS,22,1,265,
1495,2025-06-26 18:57:33,2025-07-03 12:28:06,,LS-350,22,1,597,
1496,2025-06-26 18:57:33,2025-07-03 12:28:06,,LX,22,2,266,
1497,2025-06-26 18:57:33,2025-07-03 12:28:06,,RX,22,2,267,
1498,2025-06-26 18:57:33,2025-07-03 12:28:06,,LS,23,1,271,
1499,2025-06-26 18:57:33,2025-07-03 12:28:06,,8 RX,24,1,283,
1500,2025-06-26 18:57:33,2025-07-03 12:28:06,,CAROL,24,1,682,
1501,2025-06-26 18:57:33,2025-07-03 12:28:06,,C300 LUXURT,25,1,701,
1502,2025-06-26 18:57:33,2025-07-03 12:28:06,,GLC-250 4MATIC COUPE 4WD,25,2,632,
1503,2025-06-26 18:57:33,2025-07-03 12:28:06,,300 CE,25,1,297,
1504,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE A,25,1,298,
1505,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE B,25,1,299,
1506,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE CLS,25,1,304,
1507,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE E,25,1,305,
1508,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE G,25,2,306,
1509,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE GLK,25,2,308,
1510,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE ML,25,2,309,
1511,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE R,25,6,310,
1512,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE SL,25,1,312,
1513,2025-06-26 18:57:33,2025-07-03 12:28:06,,CLASE SLK,25,1,313,
1514,2025-06-26 18:57:33,2025-07-03 12:28:06,,GLA 200,25,2,706,
1515,2025-06-26 18:57:33,2025-07-03 12:28:06,,GLE 53 AMG,25,2,696,
1516,2025-06-26 18:57:33,2025-07-03 12:28:06,,MARCOPOLO,25,7,652,
1517,2025-06-26 18:57:33,2025-07-03 12:28:06,,SE,25,1,314,
1518,2025-06-26 18:57:33,2025-07-03 12:28:06,,COOPER COUNTRYMAN,26,2,677,
1519,2025-06-26 18:57:33,2025-07-03 12:28:06,,COOPER SU31,26,1,738,
1520,2025-06-26 18:57:33,2025-07-03 12:28:06,,GT,27,1,337,
1521,2025-06-26 18:57:33,2025-07-03 12:28:06,,EVOLUTION,27,1,334,
1522,2025-06-26 18:57:33,2025-07-03 12:28:06,,MIRAGE JAPONES,27,1,601,
1523,2025-06-26 18:57:33,2025-07-03 12:28:06,,CARAVAN JAPONES,28,10,356,
1524,2025-06-26 18:57:33,2025-07-03 12:28:06,,TIIDA JAPONES,28,1,571,
1525,2025-06-26 18:57:33,2025-07-03 12:28:06,,AD EXPERT,28,5,634,
1526,2025-06-26 18:57:33,2025-07-03 12:28:06,,AD-VAN,28,5,352,
1527,2025-06-26 18:57:33,2025-07-03 12:28:06,,LEAF - ELÉCTRICO,28,1,717,
1528,2025-06-26 18:57:33,2025-07-03 12:28:06,,NV 200 VANETTE JAPONES,28,10,692,
1529,2025-06-26 18:57:33,2025-07-03 12:28:06,,NV-350 CARAVAN JAPONES,28,10,700,
1530,2025-06-26 18:57:33,2025-07-03 12:28:06,,REGULUS,28,2,375,
1531,2025-06-26 18:57:33,2025-07-03 12:28:06,,ROUGUE,28,2,678,
1532,2025-06-26 18:57:33,2025-07-03 12:28:06,,VANETTE JAPONES,28,10,685,
1533,2025-06-26 18:57:33,2025-07-03 12:28:06,,VERSA NOTE,28,1,595,
1534,2025-06-26 18:57:33,2025-07-03 12:28:06,,VERSA NOTE JAPONES,28,1,684,
1535,2025-06-26 18:57:33,2025-07-03 12:28:06,,508 ALLURE,29,1,636,
1536,2025-06-26 18:57:33,2025-07-03 12:28:06,,RCZ,29,1,393,
1537,2025-06-26 18:57:33,2025-07-03 12:28:06,,TARGA,30,1,406,
1538,2025-06-26 18:57:33,2025-07-03 12:28:06,,TAYCAN,30,1,728,
1539,2025-06-26 18:57:33,2025-07-03 12:28:06,,TURBO,30,1,407,
1540,2025-06-26 18:57:33,2025-07-03 12:28:06,,KONGOO,31,5,411,
1541,2025-06-26 18:57:33,2025-07-03 12:28:06,,SWIFT JAPONES,33,1,551,
1542,2025-06-26 18:57:33,2025-07-03 12:28:06,,BERONA,33,1,438,
1543,2025-06-26 18:57:33,2025-07-03 12:28:06,,WAGON,33,5,452,
1544,2025-06-26 18:57:33,2025-07-03 12:28:06,,XL7-LIMITED,33,2,454,
1545,2025-06-26 18:57:33,2025-07-03 12:28:06,,TOWN-ACE JAPONES,34,10,687,
1546,2025-06-26 18:57:33,2025-07-03 12:28:06,,BERTA,34,1,458,
1547,2025-06-26 18:57:33,2025-07-03 12:28:06,,CAMIONETA,34,4,459,
1548,2025-06-26 18:57:33,2025-07-03 12:28:06,,CRESSIDA,34,1,464,
1549,2025-06-26 18:57:33,2025-07-03 12:28:06,,LITE ACE JAPONES,34,10,714,
1550,2025-06-26 18:57:33,2025-07-03 12:28:06,,PASSO,34,1,474,
1551,2025-06-26 18:57:33,2025-07-03 12:28:06,,PIXIS,34,1,591,
1552,2025-06-26 18:57:33,2025-07-03 12:28:06,,RACTIS,34,1,590,
1553,2025-06-26 18:57:33,2025-07-03 12:28:06,,RUSH,34,2,639,
1554,2025-06-26 18:57:33,2025-07-03 12:28:06,,SR 5,34,2,484,
1555,2025-06-26 18:57:33,2025-07-03 12:28:06,,SUPRA,34,1,486,
1556,2025-06-26 18:57:33,2025-07-03 12:28:06,,GOLF E - ELÉCTRICO,35,1,670,
1557,2025-06-26 18:57:33,2025-07-03 12:28:06,,CX 90,36,2,698,
1558,2025-06-26 18:57:33,2025-07-03 12:28:06,,XC 70 CROSS COUNTRY,36,2,519,
1559,2025-06-26 18:57:33,2025-07-03 12:28:06,,XC 40,36,2,640,
1560,2025-06-26 18:57:33,2025-07-03 12:28:06,,CONTINENTAL FLYING SUPR,3,1,25,
1561,2025-06-26 18:57:33,2025-07-03 12:28:06,,MK VI,3,1,26,
1562,2025-06-26 18:57:33,2025-07-03 12:28:06,,325 CI,4,1,672,
1563,2025-06-26 18:57:33,2025-07-03 12:28:06,,325SI,4,1,604,
1564,2025-06-26 18:57:33,2025-07-03 12:28:06,,i3 - ELÉCTRICO,4,1,665,
1565,2025-06-26 18:57:33,2025-07-03 12:28:06,,SERIE 1,4,1,27,
1566,2025-06-26 18:57:33,2025-07-03 12:28:06,,SERIE 3,4,1,28,
1567,2025-06-26 18:57:33,2025-07-03 12:28:06,,SERIE 5,4,1,29,
1568,2025-06-26 18:57:33,2025-07-03 12:28:06,,SERIE 6,4,1,30,
1569,2025-06-26 18:57:33,2025-07-03 12:28:06,,SERIE 7,4,1,31,
1570,2025-06-26 18:57:33,2025-07-03 12:28:06,,SERIE M,4,1,32,
1571,2025-06-26 18:57:33,2025-07-03 12:28:06,,SERIE X,4,2,33,
1572,2025-06-26 18:57:33,2025-07-03 12:28:06,,SERIE Z,4,1,34,
1573,2025-06-26 18:57:33,2025-07-03 12:28:06,,X5 3.0D,4,2,607,
1574,2025-06-26 18:57:33,2025-07-03 12:28:06,,X5 35IX,4,2,608,
1575,2025-06-26 18:57:33,2025-07-03 12:28:06,,CONCOURS,5,1,40,
1576,2025-06-26 18:57:33,2025-07-03 12:28:06,,XLR,5,1,44,
1577,2025-06-26 18:57:33,2025-07-03 12:28:06,,AVALANCHE,6,4,48,
1578,2025-06-26 18:57:33,2025-07-03 12:28:06,,AVEO,6,1,49,
1579,2025-06-26 18:57:33,2025-07-03 12:28:06,,AVEO,6,1,49,
1580,2025-06-26 18:57:33,2025-07-03 12:28:06,,AVEO,6,1,49,
1581,2025-06-26 18:57:33,2025-07-03 12:28:06,,AVEO,6,1,49,
1582,2025-06-26 18:57:33,2025-07-03 12:28:06,,AVEO,6,1,49,
1583,2025-06-26 18:57:33,2025-07-03 12:28:06,,BOLT - ELÉCTRICO,6,1,664,
1584,2025-06-26 18:57:33,2025-07-03 12:28:06,,CRUIZE,6,1,561,
1585,2025-06-26 18:57:33,2025-07-03 12:28:06,,CRUIZE,6,1,561,
1586,2025-06-26 18:57:33,2025-07-03 12:28:06,,CRUIZE,6,1,561,
1587,2025-06-26 18:57:33,2025-07-03 12:28:06,,CRUIZE,6,1,561,
1588,2025-06-26 18:57:33,2025-07-03 12:28:06,,EXPRESS G3500LT,6,10,699,
1589,2025-06-26 18:57:33,2025-07-03 12:28:06,,MALIBU,6,1,66,
1590,2025-06-26 18:57:33,2025-07-03 12:28:06,,N400,6,10,705,
1591,2025-06-26 18:57:33,2025-07-03 12:28:06,,S 10,6,4,69,
1592,2025-06-26 18:57:33,2025-07-03 12:28:06,,SILVERADO,6,4,70,
1593,2025-06-26 18:57:33,2025-07-03 12:28:06,,Z 71,6,4,79,
1594,2025-06-26 18:57:33,2025-07-03 12:28:06,,CAPRICE,6,1,52,
1595,2025-06-26 18:57:33,2025-07-03 12:28:06,,200,7,1,80,
1596,2025-06-26 18:57:33,2025-07-03 12:28:06,,PT CRUISE,7,1,84,
1597,2025-06-26 18:57:33,2025-07-03 12:28:06,,SEBRING,7,1,85,
1598,2025-06-26 18:57:33,2025-07-03 12:28:06,,SEBRING ,7,1,710,
1599,2025-06-26 18:57:33,2025-07-03 12:28:06,,SEBRING LX,7,1,712,
1600,2025-06-26 18:57:33,2025-07-03 12:28:06,,SRT8,7,1,86,
1603,2025-06-26 18:57:33,2025-07-03 12:28:06,,ELYSEE,8,1,582,
1604,2025-06-26 18:57:33,2025-07-03 12:28:06,,ELYSEE SALOON,8,1,671,
1605,2025-06-26 18:57:33,2025-07-03 12:28:06,,SALOON,8,1,583,
1606,2025-06-26 18:57:33,2025-07-03 12:28:06,,HIJET,9,5,686,
1607,2025-06-26 18:57:33,2025-07-03 12:28:06,,HINO,9,9,611,
1608,2025-06-26 19:00:26,2025-07-03 12:28:06,,SIRIUS,9,1,98,
1609,2025-06-26 18:53:39,2025-07-03 12:28:06,,2500,10,4,105,
1610,2025-06-26 19:00:26,2025-07-03 12:28:06,,AVENGER SXT,10,1,106,
1611,2025-06-26 19:00:26,2025-07-03 12:28:06,,CHARGER RT,10,1,673,
1612,2025-06-26 19:00:26,2025-07-03 12:28:06,,DART GT,10,1,585,
1613,2025-06-26 18:53:39,2025-07-03 12:28:06,,RAM,10,4,118,
1614,2025-06-26 19:00:26,2025-07-03 12:28:06,,500 LOUNGE,11,1,713,
1615,2025-06-26 19:00:26,2025-07-03 12:28:06,,500E - ELÉCTRICO,11,1,669,
1616,2025-06-26 19:00:26,2025-07-03 12:28:06,,500L TRAKKING,11,1,674,
1617,2025-06-26 19:00:26,2025-07-03 12:28:06,,PALIO WEEKEND TREKKING,11,1,134,
1618,2025-06-26 18:53:39,2025-07-03 12:28:06,,CUSTOM,12,10,135,
1619,2025-06-26 18:53:39,2025-07-03 12:28:06,,E-150,12,10,136,
1620,2025-06-26 18:53:39,2025-07-03 12:28:06,,E-250,12,10,137,
1621,2025-06-26 18:53:39,2025-07-03 12:28:06,,E350,12,10,138,
1622,2025-06-26 18:53:39,2025-07-03 12:28:06,,E-350,12,10,139,
1623,2025-06-26 18:53:39,2025-07-03 12:28:06,,ECO SPORT,12,2,140,
1624,2025-06-26 18:53:39,2025-07-03 12:28:06,,ECONOLINE,12,10,141,
1625,2025-06-26 18:53:39,2025-07-03 12:28:06,,EXCURSION,12,2,145,
1626,2025-06-26 19:00:26,2025-07-03 12:28:06,,FESTIVA,12,1,152,
1627,2025-06-26 19:00:26,2025-07-03 12:28:06,,FIESTA,12,1,586,
1628,2025-06-26 19:00:26,2025-07-03 12:28:06,,FOCUS,12,1,153,
1629,2025-06-26 19:00:26,2025-07-03 12:28:06,,FOCUS EV,12,1,718,
1630,2025-06-26 19:00:26,2025-07-03 12:28:06,,FREESTART,12,1,154,
1631,2025-06-26 19:00:26,2025-07-03 12:28:06,,FREESTYLE,12,1,155,
1632,2025-06-26 19:00:26,2025-07-03 12:28:06,,FUSION,12,1,156,
1633,2025-06-26 18:53:39,2025-07-03 12:28:06,,WINDSTAR,12,6,161,
1634,2025-06-26 18:53:39,2025-07-03 12:28:06,,DENALI,13,2,163,
1635,2025-06-26 18:53:39,2025-07-03 12:28:06,,ENVOY,13,2,164,
1636,2025-06-26 18:53:39,2025-07-03 12:28:06,,GMC,13,4,165,
1637,2025-06-26 18:53:39,2025-07-03 12:28:06,,SUBURVAN,13,2,166,
1638,2025-06-26 18:53:39,2025-07-03 12:28:06,,TERRAIN SLE,13,2,613,
1639,2025-06-26 18:53:39,2025-07-03 12:28:06,,WRANGLER,13,2,646,
1640,2025-06-26 19:00:26,2025-07-03 12:28:06,,CIVIC-ACCORD,14,1,642,
1641,2025-06-26 19:00:26,2025-07-03 12:28:06,,FIT JAPONES,14,1,548,
1642,2025-06-26 19:00:26,2025-07-03 12:28:06,,INTEGRA,14,1,176,
1643,2025-06-26 19:00:26,2025-07-03 12:28:06,,AVANTE COREANO,15,1,562,
1644,2025-06-26 19:00:26,2025-07-03 12:28:06,,ELANTRA TOURING,15,1,588,
1645,2025-06-26 18:53:39,2025-07-03 12:28:06,,GRAND STAREX,15,10,615,
1646,2025-06-26 19:00:26,2025-07-03 12:28:06,,IONIQ - ELÉCTRICO,15,1,666,
1647,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA LF,15,1,569,
1648,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA N20,15,1,683,
1649,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA N20 COREANO,15,1,545,
1650,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA SE,15,1,709,
1651,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA Y20 COREANO,15,1,564,
1652,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA YF,15,1,620,
1653,2025-06-26 19:02:14,2025-07-03 12:28:06,,UNIVERSE SPACE,15,7,621,
1654,2025-06-26 19:00:26,2025-07-03 12:28:06,,J-30,16,1,214,
1655,2025-06-26 18:53:39,2025-07-03 12:28:06,,CAMIONETA,17,4,218,
1656,2025-06-26 19:02:14,2025-07-03 12:28:06,,QKR55,17,9,624,
1657,2025-06-26 19:00:26,2025-07-03 12:28:06,,XKR-R,18,1,228,
2738,2025-06-26 18:53:39,2025-07-03 12:28:06,,Q7,2,2,19,
2739,2025-06-26 19:00:26,2025-07-03 12:28:06,,A8,2,1,16,
2740,2025-06-26 19:00:26,2025-07-03 12:28:06,,R8,2,1,20,
2741,2025-06-26 19:00:26,2025-07-03 12:28:06,,A7,2,1,15,
2742,2025-06-26 19:00:26,2025-07-03 12:28:06,,A6,2,1,14,
2743,2025-06-26 19:00:26,2025-07-03 12:28:06,,S4,2,1,21,
2744,2025-06-26 18:53:39,2025-07-03 12:28:06,,Q5,2,2,18,
2745,2025-06-26 19:00:26,2025-07-03 12:28:06,,A5,2,1,13,
2746,2025-06-26 19:00:26,2025-07-03 12:28:06,,TT,2,1,22,
2747,2025-06-26 18:53:39,2025-07-03 12:28:06,,Q3,2,2,17,
2748,2025-06-26 19:00:26,2025-07-03 12:28:06,,A4,2,1,12,
2749,2025-06-26 19:00:26,2025-07-03 12:28:06,,A 1,2,1,10,
2750,2025-06-26 19:00:26,2025-07-03 12:28:06,,A3,2,1,11,
2751,2025-06-26 19:00:26,2025-07-03 12:28:06,,A22,2,1,523,
2752,2025-06-26 19:00:26,2025-07-03 12:28:06,,A23,2,1,524,
2753,2025-06-26 19:00:26,2025-07-03 12:28:06,,A24,2,1,525,
2754,2025-06-26 19:00:26,2025-07-03 12:28:06,,TTS,2,1,23,
2755,2025-06-26 18:53:39,2025-07-03 12:28:06,,VITARA,33,2,451,
2756,2025-07-03 12:28:06,2025-07-03 12:28:06,,SELTOS EX,20,1,739,
2757,2025-06-26 19:00:26,2025-07-03 12:28:06,,VITZ JAPONES,34,1,568,
2758,2025-06-26 19:00:26,2025-07-03 12:28:06,,ILX,1,1,745,
2759,2025-06-26 19:00:26,2025-07-03 12:28:06,,3 - ELÉCTRICO,85,1,667,
2760,2025-06-26 19:00:26,2025-07-03 12:28:06,,TLX,1,1,746,
2761,2025-06-26 18:53:39,2025-07-03 12:28:06,,CLIPPER,28,4,748,
2762,2025-06-26 19:00:26,2025-07-03 12:28:06,,Q50 HYBRID,16,1,749,
2763,2025-06-26 18:53:39,2025-07-03 12:28:06,,3008 GT LINE,29,2,750,
2764,2025-07-03 12:28:06,2025-07-03 12:28:06,,SONET,20,1,751,
2765,2025-06-26 18:53:39,2025-07-03 12:28:06,,GLC 63S 4MATIC,25,2,752,
2766,2025-06-26 19:00:26,2025-07-03 12:28:06,,PLEO,32,1,747,
2767,2025-06-26 19:00:26,2025-07-03 12:28:06,,Q50,16,1,756,
2768,2025-06-26 19:00:26,2025-07-03 12:28:06,,A4,2,1,12,
2769,2025-06-26 19:00:26,2025-07-03 12:28:06,,308 PREMIUN,29,1,759,
2770,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA SE,15,1,709,
2771,2025-06-26 18:53:39,2025-07-03 12:28:06,,GLB 200,25,2,761,
2772,2025-06-26 19:00:26,2025-07-03 12:28:06,,FIGO,12,1,762,
2773,2025-07-03 12:28:06,2025-07-03 12:28:06,,SOLUTO LX,20,1,877,
2774,2025-06-26 18:53:39,2025-07-03 12:28:06,,MACAN,30,2,744,
2775,2025-06-26 19:00:26,2025-07-03 12:28:06,,CLA 180,25,1,797,
2776,2025-06-26 19:00:26,2025-07-03 12:28:06,,316I,4,1,880,
2777,2025-06-26 18:53:39,2025-07-03 12:28:06,,GL 450,25,2,881,
2778,2025-06-26 18:53:39,2025-07-03 12:28:06,,RAM 1500,10,4,882,
2779,2025-06-26 18:53:39,2025-07-03 12:28:06,,QX60,16,2,884,
2780,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA,15,1,200,
2781,2025-06-26 18:53:39,2025-07-03 12:28:06,,DELICA,27,10,888,
2782,2025-06-26 19:00:26,2025-07-03 12:28:06,,VERNA,15,1,889,
2783,2025-06-26 19:00:26,2025-07-03 12:28:06,,AGYA,34,1,859,
2784,2025-06-26 18:53:39,2025-07-03 12:28:06,,GLS 350 D,25,2,890,
2785,2025-06-26 19:00:26,2025-07-03 12:28:06,,C3 FACELIFT,8,1,891,
2786,2025-06-26 19:00:26,2025-07-03 12:28:06,,AD,28,1,987,
2787,2025-06-26 18:53:39,2025-07-03 12:28:06,,ROUGUE,28,2,678,
2788,2025-06-26 19:00:26,2025-07-03 12:28:06,,TEANA Z50 XV,28,1,988,
2789,2025-06-26 18:53:39,2025-07-03 12:28:06,,T-CROSS,35,2,757,
2790,2025-06-26 19:00:26,2025-07-03 12:28:06,,NIVUS,35,1,997,
2791,2025-06-26 18:53:39,2025-07-03 12:28:06,,BERLINGO,8,10,88,
2792,2025-06-26 19:00:26,2025-07-03 12:28:06,,M4,4,1,1001,
2793,2025-06-26 18:53:39,2025-07-03 12:28:06,,3008 ACTIVE,29,2,1002,
2794,2025-06-26 18:53:39,2025-07-03 12:28:06,,SERENA,28,6,760,
2795,2025-06-26 18:53:39,2025-07-03 12:28:06,,VENUE,15,2,763,
2796,2025-06-26 18:53:39,2025-07-03 12:28:06,,CARRY,33,4,1004,
2797,2025-06-26 19:02:14,2025-07-03 12:28:06,,ATLAS,28,9,1006,
2798,2025-06-26 18:53:39,2025-07-03 12:28:06,,GLE 43,25,2,1007,
2799,2025-06-26 19:00:26,2025-07-03 12:28:06,,CLASE CLA 250,25,1,802,
2800,2025-06-26 18:53:39,2025-07-03 12:28:06,,GLE 63,25,2,1011,
2801,2025-06-26 18:53:39,2025-07-03 12:28:06,,GLE 63 S AMG COUPE,25,2,1012,
2802,2025-07-03 12:28:06,2025-07-03 12:28:06,,SELTOS,20,1,1115,
2803,2025-06-26 18:53:39,2025-07-03 12:28:06,,5008 ALLLURE,29,2,1013,
2804,2025-06-26 18:53:39,2025-07-03 12:28:06,,TOWN Y COUNTRY TOURING,7,6,1015,
2805,2025-06-26 19:00:26,2025-07-03 12:28:06,,SONATA LF COREANO,15,1,743,
2806,2025-06-26 18:53:39,2025-07-03 12:28:06,,GRAND SANTA FE,15,2,1017,
2807,2025-06-26 18:53:39,2025-07-03 12:28:06,,CX-30,24,2,1018,
2808,2025-06-26 18:53:39,2025-07-03 12:28:06,,RENEGADE,19,2,1019,
2809,2025-06-26 18:53:39,2025-07-03 12:28:06,,TUNDRA,34,4,489,
2810,2025-06-26 18:53:39,2025-07-03 12:28:06,,5008 ALLURE,29,2,1013,
